p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y,p21_x,p21_y,sign
0.38112884759902954,0.5121898651123047,0.45194804668426514,0.4930787980556488,0.5081257820129395,0.4388897716999054,0.5435147285461426,0.3820970058441162,0.5752778649330139,0.342485636472702,0.46712321043014526,0.30165237188339233,0.49505114555358887,0.21252132952213287,0.5080044865608215,0.1580572873353958,0.5163053274154663,0.11009348928928375,0.4238026738166809,0.28004390001296997,0.4310038089752197,0.17216086387634277,0.43441617488861084,0.11028997600078583,0.4357842206954956,0.055594056844711304,0.3825255334377289,0.2844363749027252,0.3738061785697937,0.18351660668849945,0.3700372278690338,0.12256971001625061,0.36812207102775574,0.07072897255420685,0.34221917390823364,0.3093988299369812,0.31793802976608276,0.23740088939666748,0.303142786026001,0.19152405858039856,0.29309093952178955,0.14881469309329987,A
0.3860357999801636,0.5136215686798096,0.45643457770347595,0.49513357877731323,0.5140072107315063,0.4410800337791443,0.5499238967895508,0.3831031024456024,0.5787985920906067,0.34177541732788086,0.47234416007995605,0.30648094415664673,0.5009139180183411,0.21613538265228271,0.5140241980552673,0.1617872565984726,0.5223428606987,0.11366969347000122,0.4286341667175293,0.28508904576301575,0.43519315123558044,0.17702169716358185,0.4381943941116333,0.11514656245708466,0.43915191292762756,0.0606461763381958,0.3869044780731201,0.2892439067363739,0.3775608539581299,0.1888844519853592,0.3739261329174042,0.12716244161128998,0.37197360396385193,0.07429085671901703,0.34658512473106384,0.3133319020271301,0.3229520320892334,0.24133706092834473,0.30873361229896545,0.1955159604549408,0.2985367774963379,0.15230442583560944,A
0.38594862818717957,0.5147349834442139,0.4568348228931427,0.49593618512153625,0.513968288898468,0.4431000351905823,0.5495015382766724,0.3861202597618103,0.5779038071632385,0.3444370925426483,0.4722244143486023,0.30744004249572754,0.5006178617477417,0.2181571125984192,0.5139032006263733,0.16389097273349762,0.5226390957832336,0.1154419332742691,0.4286065399646759,0.28576308488845825,0.4357234835624695,0.17832228541374207,0.4391893148422241,0.11641114950180054,0.4404531717300415,0.06102025508880615,0.38696718215942383,0.28959158062934875,0.37823712825775146,0.1896025836467743,0.3748609125614166,0.12802359461784363,0.37294796109199524,0.07434980571269989,0.34647631645202637,0.3136942982673645,0.3229168951511383,0.2416057288646698,0.30848997831344604,0.19543622434139252,0.2979847490787506,0.15141689777374268,A
0.38536185026168823,0.5132036209106445,0.4555834233760834,0.4951864778995514,0.5124599933624268,0.44224047660827637,0.547579288482666,0.3851550221443176,0.5774030685424805,0.344406396150589,0.472093790769577,0.30761149525642395,0.5000709295272827,0.21708771586418152,0.512804388999939,0.1621677130460739,0.5210323929786682,0.11328782141208649,0.42852872610092163,0.28609025478363037,0.434817910194397,0.17793017625808716,0.43800586462020874,0.11555959284305573,0.4393000602722168,0.059906959533691406,0.38685181736946106,0.28997689485549927,0.3776381313800812,0.1894025206565857,0.37407076358795166,0.12729506194591522,0.3723507821559906,0.07331386208534241,0.346192330121994,0.3140600919723511,0.3222590982913971,0.24162492156028748,0.30780404806137085,0.19512128829956055,0.2977598309516907,0.1510535627603531,A
0.38281312584877014,0.5121204853057861,0.45455294847488403,0.49399736523628235,0.5123746395111084,0.4395177364349365,0.5482966899871826,0.38113728165626526,0.5767024159431458,0.3380930721759796,0.47105956077575684,0.3060932159423828,0.49993032217025757,0.21618129312992096,0.513163149356842,0.16201815009117126,0.5216934680938721,0.11369132995605469,0.428019255399704,0.2842331528663635,0.4339868426322937,0.1770670861005783,0.4368239939212799,0.1152152568101883,0.43763267993927,0.06018275022506714,0.3864923119544983,0.28791746497154236,0.3761538565158844,0.18807750940322876,0.37244683504104614,0.1261391043663025,0.3704076409339905,0.07293529808521271,0.3460732102394104,0.31153494119644165,0.321703165769577,0.24010270833969116,0.3069496750831604,0.19424617290496826,0.29634344577789307,0.15100495517253876,A
0.3812716603279114,0.511062741279602,0.45272204279899597,0.4929412007331848,0.5102124214172363,0.43811777234077454,0.5458853244781494,0.37901073694229126,0.575936496257782,0.3364202380180359,0.4689134955406189,0.30469003319740295,0.4977688193321228,0.21318396925926208,0.5104609131813049,0.15826711058616638,0.5181589126586914,0.10979287326335907,0.4256523847579956,0.28322625160217285,0.4321151673793793,0.17504148185253143,0.4345887005329132,0.11257536709308624,0.4347609281539917,0.05689999461174011,0.38400325179100037,0.2869894206523895,0.3742947280406952,0.1868620663881302,0.370130330324173,0.12445138394832611,0.3674279451370239,0.07097414135932922,0.3436433672904968,0.31071117520332336,0.3193148374557495,0.2391214519739151,0.3043757677078247,0.19288566708564758,0.2933727204799652,0.14914242923259735,A
0.37886378169059753,0.5116506814956665,0.4507807493209839,0.492605596780777,0.5086156725883484,0.4384046196937561,0.5451372265815735,0.38044410943984985,0.5744904279708862,0.3391001224517822,0.46817830204963684,0.30479884147644043,0.49632135033607483,0.2141856551170349,0.5092936754226685,0.15949450433254242,0.5182291269302368,0.1105799525976181,0.4248097240924835,0.28315111994743347,0.43103542923927307,0.17552557587623596,0.4340316355228424,0.11413496732711792,0.4353068768978119,0.05973482131958008,0.3829230070114136,0.28681862354278564,0.373146653175354,0.18717363476753235,0.3691564202308655,0.1257193386554718,0.3671569526195526,0.07305526733398438,0.3422510325908661,0.3102661669254303,0.31815305352211,0.23870372772216797,0.3038272261619568,0.19277402758598328,0.2938644289970398,0.14943215250968933,A
0.38107219338417053,0.5089902281761169,0.4512566328048706,0.49016278982162476,0.5086658000946045,0.4369356036186218,0.5454882383346558,0.38047605752944946,0.5751399993896484,0.34036511182785034,0.468172550201416,0.3033498525619507,0.4961118996143341,0.21349990367889404,0.5089806914329529,0.15881912410259247,0.5176638960838318,0.10984903573989868,0.42518559098243713,0.2823036313056946,0.4320524036884308,0.17520210146903992,0.4352433681488037,0.11402924358844757,0.43636953830718994,0.05964687466621399,0.3838225305080414,0.2866971790790558,0.37448611855506897,0.18729248642921448,0.3705240786075592,0.12557926774024963,0.36803358793258667,0.07250477373600006,0.3438331186771393,0.31084537506103516,0.319376140832901,0.23997345566749573,0.304651141166687,0.19394783675670624,0.2938746213912964,0.15026555955410004,A
0.3832184076309204,0.5105515718460083,0.45409491658210754,0.4910406172275543,0.5109493136405945,0.43548351526260376,0.5466527938842773,0.37821662425994873,0.5772697925567627,0.3389839828014374,0.46950119733810425,0.3025883734226227,0.49670153856277466,0.2136896550655365,0.5089977383613586,0.15922579169273376,0.5170849561691284,0.11063146591186523,0.42625612020492554,0.2817366123199463,0.43241873383522034,0.17500297725200653,0.4350045621395111,0.11371803283691406,0.4355650842189789,0.0591280460357666,0.3849525451660156,0.28626424074172974,0.375405877828598,0.18710771203041077,0.3713403344154358,0.12627193331718445,0.3686501383781433,0.07390683889389038,0.3449949026107788,0.3105604648590088,0.3200954794883728,0.2400580197572708,0.30529242753982544,0.19456398487091064,0.29430440068244934,0.1511543095111847,A
0.382876992225647,0.5093177556991577,0.45314475893974304,0.4905417561531067,0.5100489854812622,0.4373890459537506,0.5456135272979736,0.3793068826198578,0.576155960559845,0.3377165198326111,0.470045804977417,0.30349040031433105,0.4979499876499176,0.21240752935409546,0.5103057622909546,0.15750381350517273,0.5182710289955139,0.10855977237224579,0.42584460973739624,0.2825886011123657,0.43206483125686646,0.1751405894756317,0.4349198341369629,0.11347109079360962,0.43575534224510193,0.059289753437042236,0.38402673602104187,0.2871086597442627,0.374408096075058,0.18799257278442383,0.3702860474586487,0.12600509822368622,0.3677004873752594,0.0730457603931427,0.3438807725906372,0.3112139403820038,0.3203824460506439,0.23988747596740723,0.3063840866088867,0.19362428784370422,0.2963382601737976,0.14993558824062347,A
